PLANT;PURCH_ORD;PN;PURCH_ITEM;PURCH_ORD_QTY;PURCH_DELIV_DATE
71;22.403.477;B002096;22403477/1;2.533,936;28/06/24
71;22.403.478;A008048;22403478/3;9.285;24/04/24
71;22.403.478;A008048;22403478/1;9.285;22/04/24
71;22.403.478;A008048;22403478/2;9.285;23/04/24
71;22.403.479;F002051;22403479/3;1;18/06/24
71;22.403.479;F001697;22403479/1;1.500;17/06/24
71;22.403.479;F002272;22403479/4;3;17/07/24
71;22.403.479;F002634;22403479/5;2;18/06/24
71;22.403.479;F001227;22403479/2;2;18/06/24
71;22.403.480;F000204;22403480/1;10.200;19/06/24
71;22.403.481;F002375;22403481/1;20;19/06/24
71;22.403.482;F002670;22403482/1;4;19/06/24
71;22.403.483;F003300;22403483/1;50;11/06/24
71;22.403.484;F003301;22403484/1;25;19/07/24
71;22.403.485;F000960;22403485/1;100;20/06/24
71;22.403.487;F001868;22403487/1;975;19/06/24
71;22.403.488;F003559;22403488/1;795;05/07/24
71;22.403.489;F002322;22403489/1;100;05/07/24
71;22.403.489;F001060;22403489/2;50;07/05/24
71;22.403.490;F000304;22403490/1;10;20/05/24
71;22.403.490;F000310;22403490/2;25;20/05/24
71;22.403.491;F000227;22403491/2;40;17/05/24
71;22.403.491;F000194;22403491/1;15;17/05/24
71;22.403.493;F001273;22403493/1;2.400;07/05/24
71;22.403.494;F000611;22403494/1;25;14/05/24
71;22.403.495;F002029;22403495/1;5.800;05/07/24
71;22.403.496;F002177;22403496/1;25;22/05/24
71;22.403.497;F001398;22403497/1;1.000;17/06/24
71;22.403.498;F000760;22403498/1;20;02/08/24
71;22.403.499;F001794;22403499/1;2.000;20/06/24
71;22.403.500;F002371;22403500/1;25;19/06/24
71;22.403.501;F000270;22403501/1;1.000;05/07/24
71;22.403.502;F002578;22403502/2;75;21/06/24
71;22.403.502;F002408;22403502/1;1.800;05/07/24
71;22.403.503;F002355;22403503/2;100;22/05/24
71;22.403.503;F002449;22403503/1;100;19/06/24
71;22.403.503;F002356;22403503/3;200;22/05/24
71;22.403.504;F002796;22403504/1;1;01/07/24
71;22.403.505;A007302;22403505/1;1;16/04/24
71;22.403.506;B003163;22403506/1;1;16/04/24
71;22.403.507;B004821;22403507/1;1;16/04/24
71;22.403.508;F002009;22403508/1;1;30/04/24
71;22.403.509;A003071;22403509/1;12.000;13/05/24
71;22.403.511;A007302;22403511/1;1;16/04/24
71;22.403.513;D010934;22403513/5;7.800;02/07/24
71;22.403.513;D008373;22403513/2;21.500;22/07/24
71;22.403.513;D008821;22403513/3;11.500;02/08/24
71;22.403.513;D009210;22403513/1;10.500;02/09/24
71;22.403.514;D009212;22403514/2;42.000;02/09/24
71;22.403.514;D010935;22403514/4;3.500;02/07/24
71;22.403.514;D009211;22403514/1;10.500;02/09/24
71;22.403.514;D008374;22403514/3;18.500;22/07/24
71;22.403.515;E001986;22403515/1;800;09/07/24
71;22.403.516;D008144;22403516/1;56.000;03/06/24
71;22.403.517;E001817;22403517/3;35;05/06/24
71;22.403.517;E001848;22403517/5;32;22/05/24
71;22.403.517;E003691;22403517/8;28;14/06/24
71;22.403.517;E004281;22403517/6;50;07/06/24
71;22.403.517;E004595;22403517/9;42;14/06/24
71;22.403.517;E003996;22403517/1;40;05/06/24
71;22.403.517;E004368;22403517/4;110;29/05/24
71;22.403.517;E004461;22403517/2;8;05/06/24
71;22.403.517;E002601;22403517/10;20;04/09/24
71;22.403.517;E004587;22403517/7;35;05/06/24
71;22.403.518;D008375;22403518/1;22.000;31/07/24
71;22.403.520;D005451;22403520/3;68.000;25/06/24
71;22.403.520;D008822;22403520/2;12.000;02/08/24
71;22.403.520;D010697;22403520/5;10.500;02/08/24
71;22.403.520;D009411;22403520/4;18.000;03/09/24
71;22.403.520;D008145;22403520/1;75.000;19/07/24
71;22.403.521;D008146;22403521/1;29.500;31/05/24
71;22.403.521;D010696;22403521/3;10.500;02/08/24
71;22.403.521;D008147;22403521/2;14.000;02/07/24
71;22.403.522;D009275;22403522/2;26;05/09/24
71;22.403.522;D006853;22403522/1;90;10/07/24
71;22.403.523;D009410;22403523/2;18.000;03/09/24
71;22.403.523;D005450;22403523/1;73.000;25/06/24
71;22.403.524;D002469;22403524/1;2.400;25/06/24
71;22.403.525;D003291;22403525/1;200.000;21/06/24
71;22.403.534;D006637;22403534/2;1.000;03/06/24
71;22.403.534;D010894;22403534/1;2.500;02/09/24
71;22.403.535;F001712;22403535/1;8.000;10/05/24
71;22.403.537;F000285;22403537/2;420;17/06/24
71;22.403.537;F003027;22403537/1;200;17/05/24
71;22.403.537;F001848;22403537/3;25;08/06/24
71;22.403.539;F001977;22403539/1;4.000;19/06/24
71;22.403.540;F000792;22403540/2;125;12/06/24
71;22.403.540;F001788;22403540/1;400;03/06/24
71;22.403.542;F001966;22403542/1;10;17/05/24
71;22.403.543;F000847;22403543/1;3;09/05/24
71;22.403.544;F000923;22403544/1;175;17/05/24
71;22.403.545;F001032;22403545/1;100;16/07/24
71;22.403.546;F002161;22403546/1;225;17/05/24
71;22.403.547;F001780;22403547/1;50;23/05/24
71;22.403.548;F000010;22403548/1;200;04/07/24
71;22.403.549;F000007;22403549/1;100;04/07/24
71;22.403.550;F000045;22403550/1;50;26/06/24
71;22.403.551;F000259;22403551/1;25;20/06/24
71;22.403.552;E001977;22403552/1;11.200;22/04/24
71;22.403.554;D007347;22403554/1;20.000;02/08/24
71;22.403.555;E004191;22403555/1;100;23/07/24
71;22.403.555;E002365;22403555/2;200;24/05/24
71;22.403.555;E000918;22403555/4;350;25/07/24
71;22.403.555;E002585;22403555/5;1.900;24/07/24
71;22.403.555;E003319;22403555/7;1.300;26/06/24
71;22.403.555;E003044;22403555/3;100;02/08/24
71;22.403.555;E003048;22403555/6;2.500;23/07/24
71;22.403.556;A005063;22403556/1;1;18/04/24
71;22.403.557;A007302;22403557/1;1;18/04/24
71;22.403.558;F002763;22403558/1;1;19/04/24
71;22.403.559;F003537;22403559/1;1;19/04/24
71;22.403.560;F002525;22403560/1;1;19/04/24
71;22.403.561;F002717;22403561/1;1;24/04/24
71;22.403.562;D011790;22403562/2;21.000;03/05/24
71;22.403.562;D009940;22403562/1;19.000;09/10/24
71;22.403.563;F003076;22403563/1;1;22/04/24
71;22.403.564;D011757;22403564/1;52.500;13/05/24
71;22.403.566;E002255;22403566/1;25.200;19/12/24
71;22.403.567;E002292;22403567/3;216.000;09/07/24
71;22.403.567;E002273;22403567/1;72.000;09/07/24
71;22.403.567;E002283;22403567/2;40.320;15/07/24
71;22.403.568;E003407;22403568/3;10;21/06/24
71;22.403.568;E003623;22403568/5;18;17/06/24
71;22.403.568;E003592;22403568/4;22;05/07/24
71;22.403.568;E002827;22403568/1;30;22/05/24
71;22.403.568;E002738;22403568/6;16;14/06/24
71;22.403.568;E002889;22403568/2;74;27/06/24
71;22.403.571;F003107;22403571/1;1;19/04/24
71;22.403.572;F003770;22403572/1;25;02/05/24
71;22.403.573;F002252;22403573/2;160;03/06/24
71;22.403.573;F000740;22403573/3;50;03/06/24
71;22.403.573;F000005;22403573/1;2;03/06/24
71;22.403.574;F001134;22403574/1;525;05/07/24
71;22.403.575;F003463;22403575/1;110;07/06/24
71;22.403.576;F003671;22403576/1;260;10/06/24
71;22.403.576;F003673;22403576/2;90;10/06/24
71;22.403.577;F003674;22403577/1;250;10/06/24
71;22.403.578;F001441;22403578/1;250;07/06/24
71;22.403.579;F000516;22403579/1;75;16/05/24
71;22.403.580;F000571;22403580/1;130;05/06/24
71;22.403.580;F002449;22403580/2;125;19/06/24
71;22.403.581;F001038;22403581/1;225;07/06/24
71;22.403.582;F001546;22403582/1;60;24/06/24
71;22.403.582;F002237;22403582/2;140;12/06/24
71;22.403.583;F000213;22403583/1;1.920;16/05/24
71;22.403.584;F001609;22403584/1;576,009;06/05/24
71;22.403.585;F001445;22403585/1;8;07/06/24
71;22.403.585;F002610;22403585/3;8;07/06/24
71;22.403.585;F002398;22403585/2;5;17/05/24
71;22.403.586;F003274;22403586/1;1;14/05/24
71;22.403.587;E004441;22403587/4;300;15/07/24
71;22.403.587;E004399;22403587/3;700;02/08/24
71;22.403.587;E003658;22403587/2;350;04/07/24
71;22.403.587;E003570;22403587/1;280;21/05/24
71;22.403.588;E001922;22403588/6;95;24/06/24
71;22.403.588;E003808;22403588/2;10;15/07/24
71;22.403.588;E004017;22403588/5;5;20/06/24
71;22.403.588;E003578;22403588/7;130;21/06/24
71;22.403.588;E003782;22403588/3;62;27/08/24
71;22.403.588;E003879;22403588/4;90;26/06/24
71;22.403.588;E003536;22403588/1;23;04/07/24
71;22.403.589;E002382;22403589/1;20.000;10/10/24
71;22.403.590;E001944;22403590/1;20.000;02/10/24
71;22.403.591;E003525;22403591/2;450;03/10/24
71;22.403.591;E003759;22403591/1;350;02/09/24
71;22.403.592;D005536;22403592/1;9.500;27/05/24
71;22.403.592;D008924;22403592/2;13.000;27/05/24
71;22.403.592;D011786;22403592/3;21.000;31/05/24
71;22.403.593;E002792;22403593/2;22.400;21/06/24
71;22.403.593;E002269;22403593/1;181.440;07/06/24
71;22.403.594;E003133;22403594/2;40.320;05/08/24
71;22.403.594;E003055;22403594/1;39.680;05/08/24
71;22.403.595;D011789;22403595/1;21.000;17/05/24
71;22.403.597;F000169;22403597/1;500;30/07/24
71;22.403.599;F002717;22403599/1;1;16/04/24
71;22.403.601;F003943;22403601/1;200;20/05/24
71;22.403.602;F001933;22403602/1;10.000;28/06/24
71;22.403.603;B005239;22403603/1;1;17/04/24
71;22.403.604;F003677;22403604/1;20;06/05/24
71;22.403.605;B005770;22403605/1;1;16/04/24
71;22.403.607;D004415;22403607/1;1.000;30/05/24
71;22.403.608;F002520;22403608/1;1;16/04/24
71;22.403.611;F002525;22403611/1;1;16/04/24
71;22.403.614;F002704;22403614/1;100;14/06/24
71;22.403.615;F001969;22403615/1;15;06/06/24
71;22.403.616;F003320;22403616/1;500;21/06/24
71;22.403.617;F000744;22403617/1;10;18/07/24
71;22.403.619;F000120;22403619/1;21.000;28/06/24
71;22.403.621;E001315;22403621/2;10;10/09/24
71;22.403.621;E001966;22403621/3;58;26/08/24
71;22.403.621;E001314;22403621/1;48;10/09/24
71;22.403.622;E003657;22403622/2;6.750;14/06/24
71;22.403.622;E003630;22403622/1;5.000;14/06/24
71;22.403.623;E003687;22403623/2;300;01/08/24
71;22.403.623;E003987;22403623/1;500;31/07/24
71;22.403.624;E003707;22403624/1;10.000;26/08/24
71;22.403.625;E003704;22403625/1;10.000;12/07/24
71;22.403.626;E003705;22403626/1;10.000;05/07/24
71;22.403.627;D000323;22403627/1;48.000;31/12/24
71;22.403.628;D010004;22403628/2;7.800;02/08/24
71;22.403.629;D005218;22403629/1;133.000;02/07/24
71;22.403.629;D005383;22403629/3;95.000;26/08/24
71;22.403.629;D010005;22403629/2;6.800;02/08/24
71;22.403.630;D005382;22403630/2;59.200;26/08/24
71;22.403.630;D005381;22403630/1;33.100;26/08/24
71;22.403.631;E001882;22403631/1;14.400;03/09/24
71;22.403.633;A007623;22403633/1;63.333;10/05/24
71;22.403.639;F001965;22403639/1;25;20/06/24
71;22.403.640;F003057;22403640/7;400;06/05/24
71;22.403.640;F003084;22403640/4;25;06/05/24
71;22.403.640;F003108;22403640/5;15;06/05/24
71;22.403.640;F003082;22403640/3;90;06/05/24
71;22.403.640;F003060;22403640/8;100;06/05/24
71;22.403.640;F003066;22403640/1;4;06/05/24
71;22.403.640;F003061;22403640/9;50;06/05/24
71;22.403.640;F003110;22403640/6;125;06/05/24
71;22.403.640;F003067;22403640/2;1;06/05/24
71;22.403.641;F003109;22403641/2;450;24/05/24
71;22.403.641;F003074;22403641/1;1;08/05/24
71;22.403.642;F003364;22403642/1;100;10/06/24
71;22.403.643;F003408;22403643/1;35;10/06/24
71;22.403.644;F003410;22403644/2;50;06/09/24
71;22.403.644;F003410;22403644/1;35;12/06/24
71;22.403.645;F003404;22403645/1;50;02/08/24
71;22.403.646;F003405;22403646/2;125;02/09/24
71;22.403.646;F003405;22403646/1;100;05/07/24
71;22.403.647;F003406;22403647/2;90;02/09/24
71;22.403.647;F003406;22403647/1;60;05/07/24
71;22.403.650;B002544;22403650/1;10.000;20/05/24
71;22.403.651;A005030;22403651/1;10.000;10/06/24
71;22.403.652;F000093;22403652/1;50;18/07/24
71;22.403.653;A006066;22403653/1;1;22/04/24
71;22.403.654;A006619;22403654/1;1;22/04/24
71;22.403.655;B005418;22403655/1;1;22/04/24
71;22.403.656;A007302;22403656/1;1;22/04/24
71;22.403.657;F000922;22403657/1;1;23/04/24
71;22.403.658;F002034;22403658/1;1;23/04/24
71;22.403.659;F003223;22403659/1;1;24/04/24
71;22.403.660;F003222;22403660/1;1;24/04/24
71;22.403.661;F003231;22403661/1;1;24/04/24
71;22.403.662;F003231;22403662/1;1;24/04/24
71;22.403.663;C004653;22403663/1;1;26/04/24
71;22.403.664;C004653;22403664/1;1;26/04/24
71;22.403.665;E004085;22403665/2;30;15/05/24
71;22.403.665;E004041;22403665/1;100;08/07/24
71;22.403.670;A007169;22403670/1;1;22/04/24
71;22.403.671;A008005;22403671/1;1;22/04/24
71;22.403.674;F003933;22403674/1;1;24/04/24
71;22.403.675;B005770;22403675/1;1;18/04/24
71;22.403.677;F000939;22403677/1;1;26/04/24
71;22.403.678;F001292;22403678/1;1;26/04/24
71;22.403.679;D006934;22403679/1;192.600;03/06/24
71;22.403.679;D008930;22403679/3;8.300;10/07/24
71;22.403.679;D009147;22403679/2;13.000;05/07/24
71;22.403.680;D005537;22403680/5;10.000;21/05/24
71;22.403.680;D007076;22403680/1;197.500;03/06/24
71;22.403.680;D006450;22403680/3;51.500;25/07/24
71;22.403.680;D009148;22403680/2;13.000;05/07/24
71;22.403.680;D008885;22403680/4;10.500;22/07/24
71;22.403.681;D009038;22403681/4;23.000;19/07/24
71;22.403.681;D006123;22403681/3;17.500;22/07/24
71;22.403.681;D006829;22403681/1;34.500;25/07/24
71;22.403.681;D006057;22403681/2;21.000;10/06/24
71;22.403.682;E004126;22403682/1;15.000;18/07/24
71;22.403.684;D010490;22403684/1;104.000;24/05/24
71;22.403.684;D010490;22403684/3;63.000;02/08/24
71;22.403.684;D010490;22403684/5;102.000;22/10/24
71;22.403.684;D010490;22403684/2;63.000;21/06/24
71;22.403.684;D010490;22403684/4;63.000;20/09/24
71;22.403.685;D010491;22403685/4;65.000;05/09/24
71;22.403.685;D010491;22403685/5;102.000;08/10/24
71;22.403.685;D010491;22403685/2;65.000;26/06/24
71;22.403.685;D010491;22403685/1;104.000;10/05/24
71;22.403.685;D010491;22403685/3;65.000;19/07/24
71;22.403.685;D009039;22403685/6;25.000;19/07/24
71;22.403.686;D008388;22403686/1;1.200;18/04/24
71;22.403.687;F002893;22403687/1;1;17/04/24
71;22.403.688;E004477;22403688/2;72;10/05/24
71;22.403.688;E004474;22403688/1;96;10/05/24
71;22.403.689;E004137;22403689/1;5.000;09/08/24
71;22.403.692;F002134;22403692/1;256;19/04/24
71;22.403.697;D007077;22403697/1;197.500;12/06/24
71;22.403.703;A003883;22403703/1;1;23/04/24
71;22.403.704;A007654;22403704/1;1;23/04/24
71;22.403.705;B005087;22403705/1;1;23/04/24
71;22.403.706;A007302;22403706/1;1;23/04/24
71;22.403.707;A007302;22403707/1;1;23/04/24
71;22.403.708;B006429;22403708/1;1;23/04/24
71;22.403.709;B006422;22403709/1;1;23/04/24
71;22.403.710;A007302;22403710/1;1;23/04/24
71;22.403.711;A006584;22403711/1;1;23/04/24
71;22.403.712;A005063;22403712/1;1;23/04/24
71;22.403.713;F000271;22403713/1;3.000;17/06/24
71;22.403.713;F000465;22403713/2;25;17/06/24
71;22.403.714;F000323;22403714/1;40;28/06/24
71;22.403.715;F000939;22403715/1;500;08/05/24
71;22.403.717;F000669;22403717/1;200;12/06/24
71;22.403.718;F001326;22403718/1;1;29/04/24
71;22.403.725;F002694;22403725/2;5;17/05/24
71;22.403.725;F002693;22403725/1;8;17/05/24
71;22.403.725;F002695;22403725/3;8;17/05/24
71;22.403.726;D003291;22403726/3;200.000;05/09/24
71;22.403.726;D003291;22403726/2;300.000;02/08/24
71;22.403.726;D003291;22403726/1;300.000;02/07/24
71;22.403.727;D003485;22403727/1;5.000;29/07/24
71;22.403.727;D004587;22403727/2;1.200;12/06/24
71;22.403.728;D009451;22403728/1;9.000;07/06/24
71;22.403.729;D010963;22403729/3;42.000;02/08/24
71;22.403.729;D010552;22403729/2;51.700;24/06/24
71;22.403.729;D009703;22403729/1;23.000;17/06/24
71;22.403.730;D010964;22403730/2;26.250;02/08/24
71;22.403.730;D009704;22403730/1;20.000;17/06/24
71;22.403.730;D011984;22403730/3;21.000;04/06/24
71;22.403.731;D009705;22403731/1;25.000;26/06/24
71;22.403.732;D010469;22403732/2;6.300;02/08/24
71;22.403.732;D010321;22403732/1;19.700;29/07/24
71;22.403.733;E002855;22403733/3;105;05/08/24
71;22.403.733;E003573;22403733/2;16;15/07/24
71;22.403.733;E001508;22403733/1;31;24/06/24
71;22.403.734;E001511;22403734/1;48.000;21/06/24
71;22.403.735;E004113;22403735/1;31.000;10/10/24
71;22.403.736;D010451;22403736/1;25.000;14/06/24
71;22.403.738;E004625;22403738/1;300;03/06/24
71;22.403.739;D011983;22403739/1;21.000;04/06/24
71;22.403.739;D011985;22403739/2;21.000;04/06/24
71;22.403.742;A004369;22403742/1;16.500;15/05/24
71;22.403.747;D010457;22403747/1;12.500;23/04/24
71;22.403.749;A006205;22403749/2;10.800;17/05/24
71;22.403.749;A006205;22403749/5;10.800;17/05/24
71;22.403.749;A006205;22403749/4;10.800;17/05/24
71;22.403.749;A006205;22403749/1;10.800;17/05/24
71;22.403.749;A006205;22403749/3;10.800;17/05/24
71;22.403.750;D000322;22403750/1;36.000;02/05/24
71;22.403.751;D011986;22403751/1;21.000;04/06/24
71;22.403.752;F003941;22403752/1;100;31/05/24
71;22.403.753;F002304;22403753/1;100;04/06/24
71;22.403.754;F002809;22403754/1;300;21/06/24
71;22.403.755;F003063;22403755/2;30;03/06/24
71;22.403.755;F003062;22403755/1;20;03/06/24
71;22.403.755;F003064;22403755/3;20;03/06/24
71;22.403.756;F003198;22403756/1;325;31/05/24
71;22.403.756;F003934;22403756/2;150;31/05/24
71;22.403.757;F003936;22403757/1;240;27/05/24
71;22.403.758;F000166;22403758/1;125;08/06/24
71;22.403.758;F001302;22403758/2;500;08/06/24
71;22.403.759;F000212;22403759/1;400;07/06/24
71;22.403.760;F003409;22403760/1;400;05/07/24
71;22.403.761;F003429;22403761/2;100;27/06/24
71;22.403.761;F003453;22403761/3;3;18/07/24
71;22.403.761;F003428;22403761/1;100;24/06/24
71;22.403.762;F003430;22403762/1;25;21/06/24
71;22.403.763;E004427;22403763/2;46;02/07/24
71;22.403.763;E004124;22403763/1;168;19/07/24
71;22.403.763;E004129;22403763/3;10;25/07/24
71;22.403.764;A007302;22403764/1;1;24/04/24
71;22.403.765;A007302;22403765/1;1;24/04/24
71;22.403.766;F001193;22403766/1;1;29/04/24
71;22.403.767;F003042;22403767/1;1;29/04/24
71;22.403.768;F003112;22403768/1;1;29/04/24
71;22.403.770;F003230;22403770/1;1;29/04/24
71;22.403.771;D010991;22403771/1;48.000;26/06/24
71;22.403.771;D011095;22403771/2;22.500;23/07/24
71;22.403.771;D011166;22403771/3;15.750;23/07/24
71;22.403.772;A005668;22403772/1;1;29/04/24
71;22.403.773;F003109;22403773/1;1;29/04/24
71;22.403.774;D011094;22403774/1;27.300;01/08/24
71;22.403.775;F003072;22403775/1;1;29/04/24
71;22.403.776;D011547;22403776/1;11.500;07/06/24
71;22.403.777;B002093;22403777/1;1;24/04/24
71;22.403.782;A006251;22403782/1;16.000;16/05/24
71;22.403.785;D011096;22403785/2;18.000;31/07/24
71;22.403.785;D008382;22403785/1;7.000;12/06/24
71;22.403.786;F003683;22403786/1;30;06/06/24
71;22.403.787;F003724;22403787/1;10;08/05/24
71;22.403.788;F003930;22403788/1;25;03/05/24
71;22.403.795;A005063;22403795/1;1;26/04/24
71;22.403.796;A005063;22403796/1;1;26/04/24
71;22.403.797;A007302;22403797/1;1;26/04/24
71;22.403.801;E001605;22403801/1;500;17/06/24
71;22.403.802;E004602;22403802/1;800;05/08/24
71;22.403.808;D011586;22403808/2;26.250;05/08/24
71;22.403.808;D011933;22403808/3;26.250;05/08/24
71;22.403.808;D003657;22403808/5;12.600;29/07/24
71;22.403.808;D011936;22403808/4;52.500;05/08/24
71;22.403.808;D006833;22403808/1;21.000;05/08/24
71;22.403.811;F003090;22403811/1;1;30/04/24
71;22.403.812;D004612;22403812/4;115.000;06/09/24
71;22.403.812;D006835;22403812/1;9.000;05/08/24
71;22.403.812;D011587;22403812/2;24.000;05/08/24
71;22.403.812;D011934;22403812/3;26.250;05/08/24
71;22.403.813;D003658;22403813/1;12.600;29/07/24
71;22.403.814;D005217;22403814/4;144.500;02/07/24
71;22.403.814;D004617;22403814/2;48.150;06/09/24
71;22.403.814;D006063;22403814/3;26.500;18/07/24
71;22.403.814;D004611;22403814/1;63.000;06/09/24
71;22.403.815;C004177;22403815/1;1;26/04/24
71;22.403.816;C004177;22403816/1;1;26/04/24
71;22.403.817;B002783;22403817/1;1;26/04/24
71;22.403.818;B002181;22403818/1;1;26/04/24
71;22.403.819;A005063;22403819/1;1;26/04/24
71;22.403.820;A005063;22403820/1;1;26/04/24
71;22.403.821;A005669;22403821/1;1;30/04/24
71;22.403.822;F002274;22403822/3;75;26/06/24
71;22.403.822;F001045;22403822/2;420;17/06/24
71;22.403.822;F000180;22403822/1;250;26/06/24
71;22.403.823;F001444;22403823/2;80;24/05/24
71;22.403.823;F000922;22403823/1;75;10/06/24
71;22.403.824;F000923;22403824/1;150;05/07/24
71;22.403.825;F003120;22403825/1;750;03/07/24
71;22.403.826;F003397;22403826/1;100;08/07/24
71;22.403.826;F002629;22403826/2;120;13/06/24
71;22.403.827;F003721;22403827/1;40;21/06/24
71;22.403.828;F000194;22403828/1;10;12/06/24
71;22.403.829;F000284;22403829/1;60;11/06/24
71;22.403.830;F001079;22403830/1;900;10/06/24
71;22.403.831;F002029;22403831/1;5.800;23/07/24
71;22.403.832;F002189;22403832/1;5;20/06/24
71;22.403.833;F002196;22403833/1;75;20/06/24
71;22.403.834;F002449;22403834/1;100;10/07/24
71;22.403.835;F003090;22403835/1;50;24/06/24
71;22.403.836;F003113;22403836/1;3.000;21/06/24
71;22.403.846;A007284;22403846/1;25.451;30/04/24
71;22.403.849;D000341;22403849/1;800;17/06/24
71;22.403.850;A004369;22403850/1;6.742;15/05/24
71;22.403.851;A005063;22403851/1;1;29/04/24
71;22.403.853;A006584;22403853/1;1;29/04/24
71;22.403.854;B004345;22403854/1;1;29/04/24
71;22.403.855;F002112;22403855/1;1;30/04/24
71;22.403.856;B002093;22403856/1;1;23/04/24
71;22.403.857;F003741;22403857/1;1;02/05/24
71;22.403.857;F003741;22403857/2;1;03/05/24
71;22.403.859;A006584;22403859/1;1;29/04/24
71;22.403.860;A007456;22403860/1;1;29/04/24
71;22.403.861;A005668;22403861/1;1;02/05/24
71;22.403.863;A007456;22403863/1;1;29/04/24
71;22.403.864;A007456;22403864/1;1;29/04/24
71;22.403.865;F003955;22403865/1;60;09/05/24
71;22.403.866;F001816;22403866/1;400;30/07/24
71;22.403.867;F002775;22403867/1;300;09/09/24
71;22.403.868;F000877;22403868/1;300;05/07/24
71;22.403.869;F003826;22403869/1;100;03/07/24
71;22.403.870;C002040;22403870/1;1;30/04/24
71;22.403.871;C002732;22403871/1;1;30/04/24
71;22.403.872;C002040;22403872/1;1;30/04/24
71;22.403.873;C004802;22403873/1;1;30/04/24
71;22.403.874;A007664;22403874/1;1;30/04/24
71;22.403.875;B005453;22403875/1;1;02/05/24
71;22.403.880;A006101;22403880/1;5.000;13/05/24
71;22.403.881;E004301;22403881/1;25;23/04/24
71;22.403.884;D006062;22403884/4;10.300;19/07/24
71;22.403.884;D006416;22403884/3;10.500;06/11/24
71;22.403.884;D007337;22403884/2;25.100;23/07/24
71;22.403.884;D007331;22403884/1;15.750;23/07/24
71;22.403.885;D009425;22403885/6;18.000;04/06/24
71;22.403.885;D006417;22403885/2;10.500;06/11/24
71;22.403.885;D011951;22403885/4;10.500;27/06/24
71;22.403.885;D006562;22403885/3;130.000;04/10/24
71;22.403.885;D007332;22403885/1;42.000;23/07/24
71;22.403.885;D010602;22403885/5;6.500;13/06/24
71;22.403.886;D007601;22403886/2;10.000;13/05/24
71;22.403.886;D009221;22403886/3;4.000;14/06/24
71;22.403.886;D003363;22403886/1;1.000;02/08/24
71;22.403.887;E002842;22403887/1;70;06/09/24
71;22.403.887;E003498;22403887/2;10;29/07/24
71;22.403.888;E003795;22403888/1;700;31/07/24
71;22.403.889;D009424;22403889/4;16.600;04/06/24
71;22.403.889;D006560;22403889/1;111.700;04/10/24
71;22.403.889;D009533;22403889/5;10.300;27/06/24
71;22.403.889;D006561;22403889/2;17.650;04/10/24
71;22.403.891;A007348;22403891/3;3.150;14/05/24
71;22.403.891;A007348;22403891/2;3.150;14/05/24
71;22.403.891;A007348;22403891/1;3.150;14/05/24
71;22.403.891;A007348;22403891/4;3.150;14/05/24
71;22.403.893;A007575;22403893/1;47.500;20/05/24
71;22.403.893;A007575;22403893/3;47.500;20/05/24
71;22.403.893;A007575;22403893/4;47.500;20/05/24
71;22.403.893;A007575;22403893/2;47.500;20/05/24
71;22.403.894;E002801;22403894/1;78.400;16/09/24
71;22.403.895;E002747;22403895/4;80;20/09/24
71;22.403.895;E003446;22403895/1;12;26/06/24
71;22.403.895;E004154;22403895/5;21;07/08/24
71;22.403.895;E003771;22403895/3;30;02/10/24
71;22.403.895;E003684;22403895/2;5;02/09/24
71;22.403.899;F002800;22403899/1;20;13/05/24
71;22.403.900;F002944;22403900/1;20;08/05/24
71;22.403.901;F003892;22403901/1;1;24/05/24
71;22.403.902;F001696;22403902/1;5;17/05/24
71;22.403.906;F002134;22403906/1;384;29/04/24
71;22.403.908;F003891;22403908/1;0,35;07/05/24
71;22.403.909;E002613;22403909/1;300;24/05/24
71;22.403.912;F000285;22403912/2;840;17/07/24
71;22.403.912;F000285;22403912/1;840;17/06/24
71;22.403.915;B005770;22403915/8;65.000;14/06/24
71;22.403.915;B005770;22403915/6;65.000;14/06/24
71;22.403.915;B005770;22403915/10;65.000;21/06/24
71;22.403.915;B005770;22403915/9;65.000;21/06/24
71;22.403.915;B005770;22403915/7;65.000;14/06/24
71;22.403.915;B005770;22403915/11;65.000;21/06/24
71;22.403.915;B005770;22403915/5;65.000;14/06/24
71;22.403.915;B005770;22403915/12;65.000;21/06/24
71;22.403.915;B005770;22403915/4;65.000;07/06/24
71;22.403.915;B005770;22403915/2;65.000;07/06/24
71;22.403.915;B005770;22403915/3;65.000;07/06/24
71;22.403.915;B005770;22403915/1;65.000;07/06/24
71;22.403.916;B005771;22403916/1;65.000;05/07/24
71;22.403.916;B005771;22403916/4;65.000;05/07/24
71;22.403.916;B005771;22403916/3;65.000;05/07/24
71;22.403.916;B005771;22403916/8;65.000;12/07/24
71;22.403.916;B005771;22403916/10;65.000;19/07/24
71;22.403.916;B005771;22403916/5;65.000;12/07/24
71;22.403.916;B005771;22403916/2;65.000;05/07/24
71;22.403.916;B005771;22403916/9;65.000;19/07/24
71;22.403.916;B005771;22403916/11;65.000;19/07/24
71;22.403.916;B005771;22403916/7;65.000;12/07/24
71;22.403.916;B005771;22403916/12;65.000;19/07/24
71;22.403.916;B005771;22403916/6;65.000;12/07/24
71;22.403.917;A007488;22403917/3;6.500;26/06/24
71;22.403.917;A007488;22403917/4;6.500;24/06/24
71;22.403.917;A007488;22403917/1;6.500;24/06/24
